Url translation;fra;bbj
https://www.camerounweb.com/CameroonHomePage/features/Ma-fille-de-16-ans-sort-avec-un-pr-tre-des-images-d-couvertes-dans-son-t-l-phone-m-ont-choqu-617767.;Que faire pour ne pas incriminer l'un ou l'autre ?;Pə̂ ŋ gə̂ gaə̂kə́ tə sɔmmo lə pə́ mòcwə̀pùŋ? 
https://www.camerounweb.com/CameroonHomePage/features/Ma-fille-de-16-ans-sort-avec-un-pr-tre-des-images-d-couvertes-dans-son-t-l-phone-m-ont-choqu-617767.;Équilibrer les responsabilités et mettre fin à ça ?;Nǝ́ wá' mhɔ bâwaǝ̌lǝ́ nǝ́ pú gǝ́ gaǝ́ nwǝ msó mí lǝ́?
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Opinions of Thursday9 September 2021;Mcuŋdzʉ́ Tɔsədɛ̂  tyə̂ʼ 9 nə́ Ŋkə̂mbiyɛ́ 2021
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;"Tout membre de la diaspora ayant fait au moins 2 ans à l'étranger doit bien préparer son retour'|'|'|'|
'2708";Bǎyá mo lǝ́ yǝ é dá' shwǝ́ tǝ́m tǝ á pǝ̂ gu' pyǝ́ á cǝ́ŋtǝ́ nyáp yǝ nǝ́ phǝnyǝ
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Ci -dessous l'intégralité des conseilsPour l'instant on ne sait pas de quoi de quoi le célèbre journaliste Amobe Mevegue est décédé;Kwa' cwǝlɔ mo ka Wɛ́ jyǝ́ ywǝ́ yǝ a jwǝ́ mǝ́kwɛ́ Amobe Mevegue lǝ
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Comme tout africain qui se respecte on attribue la cause de sa disparition aux rites traditionnels qu'il a fait lors de son dernier séjour au Cameroun à l'occasion des obsèques de l'un de ses proches;Pá' bǎyá mú yǝ Afríka á pú bǝ́ wǝ́ mnwǝ myǝ e lǝ tyǝ' lá' jʉɔjʉm ntʉ̌m yǝ ekǝ ghɔ Kamǝlûm nǝ́ vʉ̌ mu' sô e lǝ
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Mais en tant que cartésien je pense un peu autrement;Daʼgaə́ páʼ gaə̂ bə́ taʼ kartezyɛ̂ŋ á gaə̂ sə́nwə á yaə ntí
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;L'occident est un endroit où depuis 2 siècles d'énormes progrès ont été fait en matière d'hygiène et de salubrité;Tǝ̂m bǝ̂ mú' tsʉ' bǝ á ghǝ gu' ŋhǝ mǝ́bʉǝ́ pá' nǝ́ nyaptsʉ' á lɔ́ gɔdzǝ te' lǝ
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Pendant que les maladies infectieuses constituent encore la première cause de mortalité en Afrique en occident elles se retrouvent parmi les dernières;Cwəyə mtʉmgho jaə dəŋdzə ywə́ yə â jwə́tə́ pɔmnəŋ Afrika á â bə́ guŋdɔ̌k bə́ á tə jʉm nə́ mgho myə pə́ a zhwə́ mo áá
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;La bas la mortalité est dominée par les maladies cancéreuses métaboliques voir des causes violentes;Â bə́ wə́ mgho pə́ dəgʉ́ʼ  bə́ á mgho kwícuʼ mzhinyə myə́ pə́ gáʼbú 
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Quand vous vivez dans un endroit plus aseptisé vous êtes moins disposé à faire des infections;Pô bə́ shwə́ ntʉ́m tsʉʼ yə pú shwajyə nə̂ gho á po lə lóʼnyə́ gə́ dʉmgho
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Quand vous faites moins d'infections le niveau de vos anticorps préparés pour riposter à ces infections baisse avec le temps;Mtʉmghô jáknyə́ nə́ po ba dəŋ mcwəcwə bɔ̂mnə́ pyə wáp kə̂ gɔ lóʼ gho á syâptə̀. 
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Plus longtemps on reste en occident moins on a d'anticorps contre les maladies dites tropicales;Ô shwə́ guŋdɔ́k teʼ dəŋ mcwəcwə bɔ̂mnə́ pyə wâp dóʼ gho myə pû ŋké gaə́ mgho təlopikâl lə 
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;C'est la raison pour laquelle tout membre de la diaspora ayant fait au moins 2 ans à l'étranger doit BIEN PRÉPARER SON RETOUR au bercail;Á shyǝ mpô' tǝ́ bâwaǝ̌lǝ́ yǝ ê dá' gǝ́ bâ da' gu' pʉǝ́ tǝ́m á pǝ́ gɔ cǝŋtǝ nyap tyǝ́' nǝ́ phǝ̀nyǝ̀
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;À cet effet je formule les recommandations 1;Pôlǝ́ m bǝ́ gɔ há ntɔ̌k yǝ̌ŋ
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;PRENDRE UN RDV CHEZ UN MÉDECINau moins 1 mois avant son voyage en Afrique;Ghǝ mka'nyǝ pú ta' gǝgɛ bâ da' ta' ŋwǝ́ nǝ́ tyǝ̌' yǝ ó gɔ ghɔ Afrika lǝ
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;"Un médecin spécialisé en maladies tropicales serait l'idéal; 2";Taʼ gəgɛ yə é tʉɔ teʼ nə́ mgho təlopikâl á pùŋ
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;DEBUTEZ UN TRAITEMENT PROPHYLACTIQUE CONTRE LE PALUDISME tueur N°1 en Afrique;TÔꞋ NƏ́ CHWAJYƏ NƏ̂ GHO MHWÍ dəŋdzə jwə̂pɔ Afrílà 
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Il existe des médicaments comme la Savarine ou Malarone et bien d'autres qui vous seront prescrits par votre médecin en occident;Mhwǝ pá' Savarin Malarɔn tǝ́ gǝ̂ shǝ́ myǝ gǝgɛ yɔ tǝ́m gɔ ŋwa' bí po lǝ
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;"En général vous commencez à prendre ces médicaments avant d'arriver en Afrique pendant votre séjour et quelques jours après votre retour; 3";Po  tó nǝ́ nwǝ mhwǝ mɔ tǝ́ ŋwá' Afrika dí ŋwák bǝ́ nwǝ nǝ́ŋ dí ŋwák biŋ ná' nwǝ́
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;"Prenez où METTEZ À JOUR VOS VACCINSutiles pour votre séjour en Afrique (vaccins contre la fièvre typhoïde choléra hépatite Covid19 etc); 4";Po tsǝ́tǝ́ mkó'pû mɔ́ nǝ̂ cwǝyǝ pǒ wǝ́ gɔ́ m Afrikanlǝ (mkó'pú nǝ́ pɛ ntʉ̌vam epatîtǝ kolóna' tǝ́ gǝ̂ shǝ́)
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;"Constituez une TROUSSE MÉDICALE D'URGENGEavec des médicaments contre les gastro -entéritesla fièvre et douleurs blessures et plaies brûlures etc); 5";Lé taʼ TWƆꞋ MHWƏ MO TƏ́  A JYƏ́ Á púa  mhwə nədóʼ gastro-aŋteritessla pɛ púa yɛ́nə́ sobo mfíŋ pú a mfîŋmɔ̌k tə́ gə̂ shə́
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Par exemple pour les beignets -haricots nos mamans au bord de la route n'ont pas toujours une grande quantité d'eau courante et de savon pour bien laver les plats et cuillères;Ba mpá' mǝŋkǝla' mkǒ mʉɔ pɔ́kpǝ tǝ̂ dó'nyǝ́ gǝ́ shyǝ púa sɔk a kû' dǝŋ nǝsɔ́k mkɛ́ pú a mlǔ pǝpúŋ pǝ́
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Les membres de la diaspora sont régulièrement invités dans des cérémonies (mariages baptêmes obsèques);Pû dó'nyǝ́ ŋké pǝfǝ́tǝ́m nǝ́ mla'nwǝ pá' lɔ̌mdyǝ́ kwǐshǝ vʉ̌
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Si vous y allez ne mangez que ce qui est contenus dans les marmites chauffantes;Po ghɔ po kó mpfaǝ́ â da' ywǝ́ yǝ pú té bɛ́ a yaǝ̂ wǝ́ hwé
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Ne prenez pas de repas froidsou de salades;Ka po tsʉ́ywǝ́ yǝ á wǝ́ hwé kǝ salâdǝ lǝ̂
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Je répète dans les buffets ne touchez pas les salades et autres plats d'entrée même si la présentation et la décoration du chef cuisinier est très belle!;Gaǝ̌ cǝŋtǝ gɔ́m gaǝ́ ka po kwák salâdǝ kǝ shǝ́ cǝŋnǝntó' ba m bǝ́yǝ tâdyǝ̂ kisǐm nyap tǝ mo yɔ́ a tǝ́ŋ é lǝ
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Ce sont à cette heure -là des bouillons de Microbes;Â bə́ cwə ó bɔ̂ bə́ vəŋ mcwəcwəgho
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;La pandémie n'est pas Respectez les gestes barrières !;Gholâʼlǎʼ tə́ bə́ nə́ ghiŋ nə̂ mcoʼ nəshwá jyə pə́
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Pas  d'accolades chaleureuses même pour des amis de longues dates qu'on est émus de revoir!;Pɔ́m nə́ la nə̂ o nə́ mo ŋwɛ́nyə́ ba msǒ pyə a lǎm bíŋ jɔ́ wáp tə fə́ gʉʼ áá
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Port de masques milieu de foule flacon de poche de gel hydroalcoolique toujours à portée de mains;Su samtsǝ́ tsʉ' cǝcǝ bíŋ ntɔ́m twɔ' shyǝ akɔ̂ nǝsɔ́bú á pú ù
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Même si on vous accusé d'être parano ou hypocondriaque ça ne fait rien;Wáp ghɔ̂m gaə́ pǒ wə́ shwɔ́ʼ po píŋ gaə́ éé
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;DORMEZ TOUS LES JOURS SOUS MOUSTIQUAIRES;PO PƏ́ DÍ GUŊ MTYƏ́Ꞌ AWƐ́ NTɄ́M KHƏNÍNÍŊ
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Ne vous fiez pas aux beaux appartements meublés et hôtels de luxe du pays;ka po jɔ̂jʉm nə́ mbuŋ buŋ mpaʼ púa mtwa mtwa ɔtɛ̂l ntʉ́m gùŋ 
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Tous sont bourrés de moustiques;Mnínîŋ bə á ló ntʉ́m ó
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Si vous pensez que je mens allez demander à la journaliste nigériane Mimi Fawaz!;Po pǝ̂ wǝ́ ŋkwɛ́ gaǝ́ gaǝ̂ shwanwǝ po ghɔ hǝ́ŋtǝ́ mǝ́kwɛ́ yǝ Nizhelya Mimi Fawaz
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;À Douala par exemple je n'ai jamais vu autant de moustiques en pleine journée comme dans un quartier résidentiel comme Bonapriso;Ba mpâ' Dwǎlá a n dǎm jɔ́ níníŋ yɔ́m mɔ́ntʉ́ pá' ntʉ́ pfǝ́lá' Banaprozo lǝ
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Dans vos effets personnels ajoutez une moustiquaire de poche;Ghɔ nǝ̂ kǎku tsʉ̌ ŋkwí' ta' khǝníníŋ nǝgíŋtǝ́
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;"Ça vous aidera même quand vous irez au village pour des cérémonies ou rendre juste une visite de courtoisie; 7";Â gɔ kwítə́ wɔ́ ba mcwəyə pô gɔ ghɔ pə́ láʼ po nə́ mlaʼnwə kə nə́ kâjǔŋ áá
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;AYEZ DES CONTACTS D'URGENCE au pays (une clinique privée un ami médecin ou pharmacien);NƏ́ CWƏ̌ BƏ Ó GHƏ NÚBA MO TƏ́ A JYƏ́ Á (taʼ clinîk mo taʼ gəgɛ kə taʼ fiŋmhwə lə̂)
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Mettez à jour votre assurance maladie ou rapatriement;Po kámtǝ́ dzǝ́tǝ́ ŋwa'nyǝ nǝ̂ntʉɔ yɔ́
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;"Ne dilapidez pas tout l'argent dans les ""farotages"" et dépenses non essentielles même si on vous accusé d'être ""chiche""";"Ka po sím ŋkâp yɔ awɛ́ nə̂ ""falotazhə"" kə nə́ yô tsə́ tsyə a ka kwítə́ á ba m bə́yə pú ghə́ pǒ nám áá"
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Gardez un peu d'argent de côté jusqu'au dernier jour pour parer à toute éventualité;Lwɔ' mû ŋkǎp pʉǝ̌ o tǝ ntám tyǝ́' yǝ ó gɔ phǝnyǝ nǝ́ mo tǝ́ a jyǝ́ á
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;S'il vous en reste encore un peu le jour du décollage vous pourrez donc vous montrer généreux à l'aéroport en étant sur que tout est prêt y compris votre test Covid!;Tyə́ʼ nə́ ghɔ pə̂ kûʼ bə pə́ po ŋwâk yɔ̌tamthə́ náʼ ŋwɛ́nyə́ nə̂kələ́ pǒ zhyə́ gaə́ guŋ tsə́ awɛ́ pə́ sî ba ŋwaʼnyə mləŋtə Kolóna yɔ 
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Au retour en occident COURREZ LA PREMIERE SEMAINE REVOIR VOTRE MÉDECIN TRAITANT ou un médecin spécialiste en maladies tropicales;Po nə̂ cwə́tə bhə́nyə́ guŋdɔ́k po wúŋ khʉdú gɔ́ jɔ́ gəgɛ yɔ kə taʼ gɛvə nə́ mgho ghə́ŋ təlopîk lə̂
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Emportez avec vous d'Afrique quelques médicaments des maladies tropicales (paludisme vers intestinaux amibes fièvre typhoïde filaires etc);Po nə̂ ghɔ Afríka də́ mhwə mgho ghə́ŋ təlopîk (pɛ̀ mcwə̀mcwə̀ amîbə̀ pɛ̀mkhʉm gě)
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Un paludisme peut vous foudroyer en 2 ou 3 jours à votre retour;Pǝ́ mhwí pé ó cʉ́'nyǝ́ ó tyǝ́' 2 kǝ tyǝ́' 3 nǝ́ tyǝ̌ yǝ ó pap nǝ phǝnyǝ lǝ
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Même les meilleurs hôpitaux là -bas ne peuvent rien faire s'ils n'ont pas de service ou d'experts de maladies de tropicales (ce qui est fréquent);Pə́ ba mlɔ́kta gwyə́gwyə́ tsʉʼʉ́ lə ghə́ sɔmywə́ bə́yə wáp tə̌ wə́ fáʼ á kə gɛvə nə̂  mgho ghə́ŋ təlopîk lə pə́ sí lə̂
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Après on dira seulement qu'on vous a mangé dans la sorcellerie !;Pú gɔ ghǝ ghɔm gaǝ́ pú  lǝ sʉɔ̀ dǝ́ ó
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-d-Amobe-Mevegue-les-08-conseils-m-dicaux-gratuits-la-diaspora-africaine-617800.;Dr Roger Etoa Médecin de santé publique;Dɔ́kta Roger Etoa Gǝgɛ gɔ̂pna'
https://www.camerounweb.com/CameroonHomePage/features/Une-plateforme-anglophone-plaide-pour-une-peine-perp-tuit-pour-les-meurtrier-de-Kumba-618034.;Opinions of Saturday 11 September 2021;Mcuŋdzʉ́ Sásədɛ̂  tyə̂ʼ 20 nə́ Ŋkə̂mbiyɛ́ 2021
https://www.camerounweb.com/CameroonHomePage/features/Une-plateforme-anglophone-plaide-pour-une-peine-perp-tuit-pour-les-meurtrier-de-Kumba-618034.;Auteur: English Cameroon for a United Cameroon ?;Ghɔmghɔm:English Cameroon for a United Cameroon ?
https://www.camerounweb.com/CameroonHomePage/features/Une-plateforme-anglophone-plaide-pour-une-peine-perp-tuit-pour-les-meurtrier-de-Kumba-618034.;Les cercueils contenant les corps des enfants;Mkwɔp pfə́mo pǒ pə́ ntʉ́m ó
https://www.camerounweb.com/CameroonHomePage/features/Une-plateforme-anglophone-plaide-pour-une-peine-perp-tuit-pour-les-meurtrier-de-Kumba-618034.;La rédaction de CamerounWeb vous invite à lire cette tribune de la plateforme;Dyə̂ŋwaʼ Kaməlúmwɛ́b wə́ gaə́ po sɔ́ʼ ŋké mcuŋ mɔ nə́ cə̌mcuŋ
https://www.camerounweb.com/CameroonHomePage/features/Une-plateforme-anglophone-plaide-pour-une-peine-perp-tuit-pour-les-meurtrier-de-Kumba-618034.;"-""Le 7 septembre 2021 au moins quatre personnes ont été condamnées à mort pour le meurtre d'enfants de l'école Kumba le 24 octobre 2020";A lə tyə̂ʼ batə 7 nə́ Ŋkə̂mbiyɛ́ bâ daʼ pɔ pfʉə kócɛ́ təláʼ pfʉ́ dú páʼ wáp jwə́tə́ pómsəkú Kumba tyə̂ʼ 24 nə́ Dzʉ̂mkǒ guʼ 2020 lə 
https://www.camerounweb.com/CameroonHomePage/features/Une-plateforme-anglophone-plaide-pour-une-peine-perp-tuit-pour-les-meurtrier-de-Kumba-618034.;De nombreuses autres charges typiques d'un état jacobinique ont été ajoutées à la liste mais le principal problème est la mort des enfants;Pú lǝ pǐŋ ŋkwi' shǝ mpe tǝ á yɔ́m ntʉ́m guŋ zhakobín da'gaǝ́ nwǝ yǝ a shʉ́' á yaǝ̂ â cɛ̌ tǝdá'mpfʉ́
https://www.camerounweb.com/CameroonHomePage/features/Une-plateforme-anglophone-plaide-pour-une-peine-perp-tuit-pour-les-meurtrier-de-Kumba-618034.;La position de principe de notre plateforme est que nous nous opposons à la peine de mort;Yə nə́yɔ̂ cə̌mcuŋ mɔ̂k bə́ gaə́ pyə ka píŋ pe cɛ́ tədáʼmpfʉ́ bɔ́ɔ́
https://www.camerounweb.com/CameroonHomePage/features/Une-plateforme-anglophone-plaide-pour-une-peine-perp-tuit-pour-les-meurtrier-de-Kumba-618034.;Dans l'état de droit la loi est toujours plus humaine que la justice de la jungle;Á bǝ́ ntʉ́m guŋ yǝ pû dwɔ' mco' á nyǝ́nyɔ́ pǝ́ bǝ́ â dzǝ nǝ́ phǝtǝsâ'
https://www.camerounweb.com/CameroonHomePage/features/Une-plateforme-anglophone-plaide-pour-une-peine-perp-tuit-pour-les-meurtrier-de-Kumba-618034.;Le Cameroun s'oriente pratiquement vers l'abolition de la peine de mort puisque depuis plus de 22 ans il n'y a pas eu de peine capitale;Kaməlûm bə́ nə̂ jyə nəbí cɛtədáʼmpfʉ́ nə̂kə́lə́ ǎ twɔ́ guʼ 22 páʼ pú ka píŋ níŋ mo cɛ̂ tədáʼmpfʉ́ lə
